iter	Logloss
419	0.400775077
420	0.4007370824
421	0.4006552971
422	0.4005636051
423	0.4004681585
424	0.4004085967
425	0.4003557424
426	0.4003078581
427	0.4002417639
428	0.4001674427
429	0.4001024822
430	0.4000237094
431	0.3999263459
432	0.3998861183
433	0.3998629519
434	0.3998164556
435	0.3997095017
436	0.3996217201
437	0.3995611815
438	0.3994595081
439	0.3994332122
440	0.3993676453
441	0.3993205929
442	0.3992488279
443	0.3991763798
444	0.3990992448
445	0.3990345369
446	0.3989621287
447	0.3988397526
448	0.3987861093
449	0.3987693331
450	0.3987060491
451	0.3986736213
452	0.3986397283
453	0.3985626841
454	0.3985160438
455	0.3984385749
456	0.398401778
457	0.3983225973
458	0.3982400107
459	0.3981665275
460	0.3981182247
461	0.3980236827
462	0.3979788674
463	0.3979273708
464	0.3979094564
465	0.3978512487
466	0.3977890567
467	0.3977773736
468	0.3976912082
469	0.3976360434
470	0.3975647615
471	0.3975359288
472	0.3974946591
473	0.3974132733
474	0.3973545375
475	0.3972738097
476	0.3972128657
477	0.3971517334
478	0.3970916561
479	0.3970123008
480	0.3969282337
481	0.3968392539
482	0.3967409756
483	0.3966757952
484	0.3965440608
485	0.396512109
486	0.3964581316
487	0.3963977442
488	0.3963283259
489	0.3962829887
490	0.396206802
491	0.3961586048
492	0.3960774295
493	0.3959907031
494	0.3959423266
495	0.3959286155
496	0.3958588596
497	0.3957784
498	0.3957463167
499	0.3956765356
500	0.3956365218
501	0.3955650412
502	0.395532294
503	0.3954438203
504	0.3953535301
505	0.3953291296
506	0.3952740989
507	0.3952109983
508	0.395179881
509	0.3951497165
510	0.3951043723
511	0.3950344221
512	0.3949633549
513	0.3949019675
514	0.3948632343
515	0.3948223978
516	0.3947762984
517	0.3947066159
518	0.3946206767
519	0.39457083
520	0.3944992484
521	0.3944753345
522	0.3943985488
523	0.3943368268
524	0.3942621553
525	0.394176481
526	0.3941006676
527	0.394046174
528	0.3940300091
529	0.3939788171
530	0.3938815681
531	0.3938022787
532	0.3937762815
533	0.3937049627
534	0.3936457263
535	0.3935548801
536	0.3935130654
537	0.3934452588
538	0.3933755771
539	0.3933162262
540	0.3932347074
541	0.393202129
542	0.3931386857
543	0.3931072728
544	0.3930794334
545	0.3930281003
546	0.3929707778
547	0.3928889612
548	0.3928858123
549	0.3928703644
550	0.3928138329
551	0.3927361209
552	0.3926636497
553	0.3926006362
554	0.3925452925
555	0.3924974275
556	0.3924631505
557	0.3923783385
558	0.3922952789
559	0.3922201156
560	0.3921700982
561	0.3920974204
562	0.3920540715
563	0.391967504
564	0.3918851333
565	0.3918582008
566	0.3917824572
567	0.3917375221
568	0.3916763096
569	0.391596208
570	0.3915159809
571	0.3914351954
572	0.3913585024
573	0.3913205177
574	0.391245135
575	0.3911982614
576	0.391156822
577	0.3911166961
578	0.3910766609
579	0.3909975454
580	0.3909371472
581	0.3908360942
582	0.3907574676
583	0.390709544
584	0.390646343
585	0.3906381691
586	0.390551862
587	0.3905330507
588	0.3904709389
589	0.3904268742
590	0.3903722323
591	0.3903281463
592	0.3902848386
593	0.3901952763
594	0.3901181959
595	0.3900588281
596	0.3900547292
597	0.3899976406
598	0.3899485446
599	0.3898995705
600	0.3898870018
601	0.3898504848
602	0.3897780777
603	0.3897092549
604	0.3896153492
605	0.3895486952
606	0.389513467
607	0.3894657385
608	0.3894118888
609	0.389343852
610	0.3892710104
611	0.3891741324
612	0.3891315105
613	0.389054703
614	0.3889451811
615	0.3888946777
616	0.3888438032
617	0.388798265
618	0.3887384109
619	0.3886498521
620	0.3885904165
621	0.388534495
622	0.3884963749
623	0.3884484907
624	0.3883978335
625	0.3883401073
626	0.3883146206
627	0.3882808075
628	0.3882352038
629	0.3881735018
630	0.3881118268
631	0.3880572022
632	0.3880234743
633	0.3880001383
634	0.3879454493
635	0.38791977
636	0.387855529
637	0.3878381623
638	0.3877783867
639	0.3876946787
640	0.3876235724
641	0.3875546243
642	0.3875001366
643	0.3874887026
644	0.3874362953
645	0.3873915702
646	0.3873256156
647	0.3872444233
648	0.3871593402
649	0.3871049239
650	0.3870563049
651	0.3870062189
652	0.3869451024
653	0.3869169585
654	0.3868842326
655	0.3868251277
656	0.3867645133
657	0.3867410931
658	0.3866924262
659	0.3866839779
660	0.3866152131
661	0.3865649715
662	0.3864976665
663	0.3864351367
664	0.3864249613
665	0.3863876856
666	0.3863106797
667	0.3862365201
668	0.3862247394
669	0.3861469915
670	0.386105198
671	0.386082795
672	0.38603217
673	0.3859816007
674	0.385920662
675	0.3858652473
676	0.3858196632
677	0.3858091999
678	0.3857305897
679	0.3856704508
680	0.3855937378
681	0.3855198909
682	0.3854731801
683	0.3854322316
684	0.3853260858
685	0.3852584043
686	0.3852030748
687	0.3851528493
688	0.3851341666
689	0.3850753328
690	0.3850359787
691	0.3849915317
692	0.3849435444
693	0.3848606586
694	0.3847930859
695	0.384749853
696	0.3847082587
697	0.3846517285
698	0.3845825401
699	0.384549574
700	0.3844939363
701	0.3844577592
702	0.3844340753
703	0.3843628207
704	0.3842995543
705	0.3842406684
706	0.3841774035
707	0.3841361003
708	0.3840640262
709	0.3840082769
710	0.3839829225
711	0.3839283209
712	0.3838833903
713	0.3838145414
714	0.3837560172
715	0.3837124552
716	0.3836604378
717	0.3836078902
718	0.3835377263
719	0.3834731334
720	0.3833988385
721	0.3833705677
722	0.3833434474
723	0.3832706795
724	0.3832267784
725	0.383159726
726	0.3830826745
727	0.3830272101
728	0.382962358
729	0.3829090922
730	0.3828814252
731	0.3828236435
732	0.3827429885
733	0.3826913708
734	0.3826425596
735	0.3825769446
736	0.3825561888
737	0.3825006746
738	0.3824748778
739	0.3824113188
740	0.3823307897
741	0.3822985145
742	0.382247986
743	0.3822221562
744	0.3821664216
745	0.3821092065
746	0.3821066487
747	0.3820440616
748	0.3820004268
749	0.3819814099
750	0.3819202032
751	0.3818606928
752	0.3818414726
753	0.381811284
754	0.3817498932
755	0.381723845
756	0.3816511569
757	0.3816082539
758	0.3815528208
759	0.3815113725
760	0.3815048264
761	0.3814637451
762	0.3814017406
763	0.3813484168
764	0.3813434663
765	0.3812843241
766	0.3812426664
767	0.3811720157
768	0.3811161655
769	0.3810412265
770	0.3809969356
771	0.3809094426
772	0.3808716722
773	0.3808666097
774	0.3808236173
775	0.3808147917
776	0.3807716214
777	0.3807377541
778	0.3806655507
779	0.3805585099
780	0.3805053048
781	0.3804619601
782	0.3804087234
783	0.3803742586
784	0.3803514679
785	0.3802882445
786	0.3802245723
787	0.3801539068
788	0.380086231
789	0.3800450144
790	0.3799627674
791	0.3799244137
792	0.3799065242
793	0.379847971
794	0.3798203442
795	0.3797573758
796	0.3797328797
797	0.3796626795
798	0.3796360123
799	0.3795998552
800	0.379567162
801	0.3795251388
802	0.3794693796
803	0.3794068825
804	0.3793823059
805	0.3793073743
806	0.3792472258
807	0.379225751
808	0.3791824608
809	0.3791458794
810	0.3790472282
811	0.3789923753
812	0.3789112862
813	0.3788624712
814	0.3788341377
815	0.3787830646
816	0.3787392309
817	0.3786804945
818	0.378627249
819	0.378534726
820	0.378468769
821	0.3784072384
822	0.378349013
823	0.378306545
824	0.3782925647
825	0.3782540493
826	0.3781945733
827	0.3781324082
828	0.3781191913
829	0.3780606449
830	0.3780229298
831	0.3779750347
832	0.3779179768
833	0.3778645858
834	0.3778049612
835	0.377775812
836	0.3777621592
837	0.377722102
838	0.3776745697
839	0.3776646269
840	0.3776441116
841	0.3776254728
842	0.3775770412
843	0.3775677931
844	0.3775004504
845	0.3774619077
846	0.3774272274
847	0.377363425
848	0.3773090332
849	0.3772728653
850	0.3772078082
851	0.3771532389
852	0.3771331735
853	0.3770877192
854	0.377030254
855	0.3769544839
856	0.376907841
857	0.3768527708
858	0.3768274319
859	0.3768180052
860	0.3767406697
861	0.3766819452
862	0.3766008976
863	0.3765346923
864	0.3764650058
865	0.3764471886
866	0.3763845523
867	0.3763214321
868	0.3762904861
869	0.3762382976
870	0.3762132096
871	0.3761302841
872	0.3760779896
873	0.3760592481
874	0.3760108829
875	0.3759598004
876	0.375939698
877	0.3759215064
878	0.3758854607
879	0.3758252159
880	0.3757858697
881	0.3757237438
882	0.3756757051
883	0.3756304789
884	0.3755997976
885	0.3755588062
886	0.3755563038
887	0.3755363669
888	0.3755162337
889	0.3754759264
890	0.375431158
891	0.3753671876
892	0.3753279939
893	0.3752890237
894	0.3752447894
895	0.3752302397
896	0.3751637201
897	0.3751155542
898	0.3750473109
899	0.3749849678
900	0.3749583086
901	0.3749057321
902	0.3748475725
903	0.3747371963
904	0.3746964445
905	0.3746312864
906	0.3746058844
907	0.3745194522
908	0.3744709233
909	0.3744379637
910	0.3743792588
911	0.3743116231
912	0.3742722437
913	0.3742290286
914	0.3741499055
915	0.3740698214
916	0.3740331477
917	0.3740221282
918	0.3739798822
919	0.3739071801
920	0.3738471832
921	0.3738058291
922	0.3737691005
923	0.3737519079
924	0.3737227985
925	0.3736981896
926	0.373627478
927	0.3736045923
928	0.3735533993
929	0.3735057361
930	0.3734477588
931	0.3733924304
932	0.373368409
933	0.3733314111
934	0.3733042097
935	0.373248186
936	0.373221422
937	0.3731960977
938	0.373179501
939	0.3731355803
940	0.3730725778
941	0.373051507
942	0.3730082883
943	0.3729676797
944	0.3729301964
945	0.3728747854
946	0.3728118353
947	0.3727836452
948	0.3727300504
949	0.3727071048
950	0.372669036
951	0.3726556666
952	0.3726251239
953	0.3725578459
954	0.3725342446
955	0.3724623097
956	0.3724285033
957	0.3723657504
958	0.3723437558
959	0.3722935815
960	0.3722435042
961	0.3721924181
962	0.3721596991
963	0.3721176489
964	0.3720790808
965	0.3720284832
966	0.371971144
967	0.3719640775
968	0.3719023184
969	0.3718157341
970	0.3717669454
971	0.3717644346
972	0.3717582719
973	0.3717117835
974	0.3716476188
975	0.3716289706
976	0.3715872169
977	0.3715412982
978	0.3714942691
979	0.3714286208
980	0.3713582959
981	0.3713481703
982	0.3712969704
983	0.3712650652
984	0.3712064608
985	0.3711437276
986	0.3711213671
987	0.3711002222
988	0.3710642483
989	0.3710506165
990	0.3709701354
991	0.37091123
992	0.3708447479
993	0.3708071745
994	0.3707251426
995	0.3706816234
996	0.3706502767
997	0.3706103574
998	0.3705527017
999	0.3705234325
